,0.1-1.0,1.0-20.0,4.0-14.0,4.0-20.0
2020-05-11 19:59:59,2.07998755897e-07,2.82942690495e-09,1.01779899808e-09,1.06430767043e-09
2020-05-11 20:14:59,2.02355398165e-07,2.85288969096e-09,9.87040792674e-10,1.01843210528e-09
2020-05-11 20:29:59,2.03859988776e-07,6.82409933326e-09,2.33277527826e-09,2.40108775185e-09
2020-05-11 20:44:59,2.05024971762e-07,7.55366251822e-09,2.27763549674e-09,2.34847821703e-09
2020-05-11 20:59:59,2.06940900706e-07,7.45053197196e-09,2.44202303157e-09,2.52028658315e-09
2020-05-11 21:14:59,2.14382943359e-07,9.44174625389e-09,3.7010023062e-09,3.78576516904e-09
2020-05-11 21:29:59,2.19785440997e-07,1.01316497161e-08,3.98685799733e-09,4.07647745599e-09
2020-05-11 21:44:59,2.13509650217e-07,8.84224419904e-09,3.42212106805e-09,3.49950001481e-09
2020-05-11 21:59:59,2.14182246099e-07,5.49378361263e-09,2.43552600995e-09,2.52563088743e-09
2020-05-11 22:14:59,2.07812023793e-07,4.72743778434e-09,2.17709317398e-09,2.28203316817e-09
2020-05-11 22:29:59,2.07879210981e-07,5.5872388514e-09,2.64107403048e-09,2.78227554738e-09
2020-05-11 22:44:59,2.16587421757e-07,7.54277561996e-09,3.48271391431e-09,3.65049683323e-09
2020-05-11 22:59:59,2.19094315631e-07,8.21440557523e-09,3.53179543479e-09,3.6458734758e-09
2020-05-11 23:14:59,2.17263062093e-07,1.05292764198e-08,3.93860661722e-09,4.03130470471e-09
2020-05-11 23:29:59,2.17119582709e-07,9.91927511832e-09,3.64787298059e-09,3.73223659412e-09
2020-05-11 23:44:59,2.23959626811e-07,9.52553771142e-09,3.5727839562e-09,3.6697019686e-09
2020-05-11 23:59:59,2.23443687213e-07,1.00578689786e-08,4.07944950549e-09,4.25138226194e-09
2020-05-12 00:14:59,2.1226628562e-07,9.39334435363e-09,3.77475542236e-09,3.92726656735e-09
2020-05-12 00:29:59,2.15739305031e-07,9.13457750506e-09,3.46707803881e-09,3.5831113418e-09
2020-05-12 00:44:59,2.22635211426e-07,7.75417793432e-09,3.06099372747e-09,3.15072822727e-09
2020-05-12 00:59:59,2.12331143927e-07,4.73482965929e-09,2.38370934269e-09,2.47407564975e-09
2020-05-12 01:14:59,1.98390340805e-07,8.3469477043e-09,3.8260500466e-09,3.98755698393e-09
2020-05-12 01:29:59,2.14762905408e-07,1.0844757432e-08,4.50715238755e-09,4.66659699548e-09
2020-05-12 01:44:59,2.31178731935e-07,9.66059620778e-09,4.15667361607e-09,4.32328076552e-09
2020-05-12 01:59:59,2.20966534646e-07,8.46418564179e-09,3.78306901614e-09,3.91979105896e-09
2020-05-12 02:14:59,2.22580337893e-07,7.05698965658e-09,2.84916944088e-09,2.9684072072e-09
2020-05-12 02:29:59,2.27099063698e-07,4.9417731029e-09,2.07076362577e-09,2.2276340416e-09
2020-05-12 02:44:59,2.29867703474e-07,6.41797671324e-09,2.56579750208e-09,2.71309899602e-09
2020-05-12 02:59:59,2.23871854644e-07,8.29821718918e-09,3.45585746108e-09,3.65860481971e-09
2020-05-12 03:14:59,2.26323761722e-07,9.24890538664e-09,3.78841821493e-09,4.03003322646e-09
2020-05-12 03:29:59,2.25812916952e-07,9.35623835771e-09,4.27278631442e-09,4.50682179171e-09
2020-05-12 03:44:59,2.11075121311e-07,7.68929056759e-09,3.89019362143e-09,4.07598996965e-09
2020-05-12 03:59:59,2.08758779454e-07,8.39697060901e-09,3.53479670064e-09,3.66162346881e-09
2020-05-12 04:14:59,2.10039051073e-07,6.01250493746e-09,3.01231284095e-09,3.11495086525e-09
2020-05-12 04:29:59,2.11856228729e-07,6.2570183827e-09,3.03340136933e-09,3.13944232724e-09
2020-05-12 04:44:59,2.13583665357e-07,6.56013967908e-09,3.40995679039e-09,3.58969607271e-09
2020-05-12 04:59:59,2.23816739301e-07,1.43531636005e-08,4.45605006114e-09,4.5436316721e-09
2020-05-12 05:14:59,2.15301355744e-07,7.59380445353e-09,2.68748095564e-09,2.75248599873e-09
2020-05-12 05:29:59,2.10346190656e-07,5.01234191237e-09,1.89945271264e-09,1.95104082611e-09
2020-05-12 05:44:59,2.18669149088e-07,3.92682237916e-09,2.08299726496e-09,2.1413278989e-09
2020-05-12 05:59:59,2.15405203961e-07,7.04633672085e-09,3.39681976533e-09,3.53077072673e-09
2020-05-12 06:14:59,2.12429536018e-07,8.00185078078e-09,3.63684850777e-09,3.77188499466e-09
2020-05-12 06:29:59,2.10285186548e-07,3.02045555866e-09,1.24421109767e-09,1.31935993125e-09
2020-05-12 06:44:59,2.0573609233e-07,2.98719932257e-09,1.34125090812e-09,1.39554161682e-09
2020-05-12 06:59:59,2.1367027677e-07,3.10251630845e-09,1.36568566039e-09,1.40876214229e-09
2020-05-12 07:14:59,2.24526741015e-07,2.92169202699e-09,1.11433571021e-09,1.14727665431e-09
2020-05-12 07:29:59,2.14948251097e-07,2.59921757415e-09,9.02952215728e-10,9.36850918088e-10
2020-05-12 07:44:59,2.07741889584e-07,2.68446399807e-09,1.03546977054e-09,1.06377721331e-09
2020-05-12 07:59:59,2.09841411651e-07,2.54059434026e-09,9.90606575657e-10,1.01668427128e-09
2020-05-12 08:14:59,2.15662660073e-07,2.45166631727e-09,6.93553782973e-10,7.26285946857e-10
2020-05-12 08:29:59,2.26563139236e-07,2.45771179323e-09,6.34876416019e-10,6.71453326378e-10
2020-05-12 08:44:59,2.20313776126e-07,2.39530720476e-09,6.82390998279e-10,7.16133006176e-10
2020-05-12 08:59:59,2.17390063758e-07,2.39941435653e-09,6.93744982766e-10,7.23019358683e-10
2020-05-12 09:14:59,2.19707853187e-07,2.40004208733e-09,6.22274481062e-10,6.51619524873e-10
2020-05-12 09:29:59,2.13664318586e-07,2.42917713046e-09,5.55376883198e-10,5.81909387672e-10
2020-05-12 09:44:59,2.31170715121e-07,2.49237077852e-09,5.33135759977e-10,5.59570139347e-10
2020-05-12 09:59:59,2.25343693477e-07,2.48380728796e-09,5.60891509329e-10,5.84429389094e-10
2020-05-12 10:14:59,2.16080552272e-07,2.46228983091e-09,5.2424802374e-10,5.49618888409e-10
2020-05-12 10:29:59,2.28014904108e-07,2.52567807763e-09,5.35031505357e-10,5.60334559414e-10
2020-05-12 10:44:59,2.21133442293e-07,2.46563329404e-09,5.49887240243e-10,5.7521615304e-10
2020-05-12 10:59:59,2.14956311827e-07,2.41572715426e-09,4.60035480481e-10,4.88418597274e-10
2020-05-12 11:14:59,2.19229173642e-07,2.54090496478e-09,5.09163358484e-10,5.31878993243e-10
2020-05-12 11:29:59,2.30283371679e-07,2.44115100348e-09,4.98031004585e-10,5.19370841551e-10
2020-05-12 11:44:59,2.21284410963e-07,2.40749966964e-09,4.51603919495e-10,4.81453241996e-10
2020-05-12 11:59:59,2.19086086615e-07,2.56991394927e-09,4.57894885739e-10,4.8620560068e-10
2020-05-12 12:14:59,2.30556526338e-07,2.60982241564e-09,4.20672614666e-10,4.48783574511e-10
2020-05-12 12:29:59,2.19844262186e-07,2.5511056272e-09,3.83211739044e-10,4.11439932434e-10
2020-05-12 12:44:59,2.27271559501e-07,2.52283315186e-09,3.82605763193e-10,4.09852225556e-10
2020-05-12 12:59:59,2.18541675895e-07,2.54774028216e-09,5.98270124085e-10,6.16735875891e-10
2020-05-12 13:14:59,2.27481145755e-07,2.51345934722e-09,5.43068263559e-10,5.64600283086e-10
2020-05-12 13:29:59,2.41862851003e-07,2.46173160571e-09,3.60498184527e-10,3.85586760005e-10
2020-05-12 13:44:59,2.3567244125e-07,2.50899133305e-09,3.71763800731e-10,3.97914513405e-10
2020-05-12 13:59:59,2.27835260897e-07,2.45852574353e-09,3.41438257173e-10,3.69452703525e-10
2020-05-12 14:14:59,2.26163227047e-07,2.56006822306e-09,3.98959137531e-10,4.25666645077e-10
2020-05-12 14:29:59,2.3060436766e-07,2.57830476385e-09,3.57071671168e-10,3.85191315471e-10
2020-05-12 14:44:59,2.27416066462e-07,2.4689831963e-09,4.01049664387e-10,4.26572197005e-10
2020-05-12 14:59:59,2.16823361729e-07,2.4924946321e-09,4.15356153131e-10,4.37555058085e-10
2020-05-12 15:14:59,2.28405097272e-07,2.49891072526e-09,4.42746554413e-10,4.61649058441e-10
2020-05-12 15:29:59,2.30423022448e-07,2.42737554968e-09,4.42607682031e-10,4.63983294717e-10
2020-05-12 15:44:59,2.19226923051e-07,2.3958529992e-09,3.53121701164e-10,3.81177977703e-10
2020-05-12 15:59:59,2.2480622613e-07,2.38158353663e-09,3.26362642771e-10,3.56377979206e-10
2020-05-12 16:14:59,2.17014348652e-07,2.38210593066e-09,3.24102065396e-10,3.57159580204e-10
2020-05-12 16:29:59,2.19205066779e-07,2.28189932384e-09,3.58631338051e-10,3.95814424072e-10
